dptm,name,img_name,position,clinic
가정의학과,최환석,가톨릭대학교 서울성모병원 가정의학과 최환석.png,교수,"만성피로.스트레스,대체의학,생활습관병.암환우가족 건강관리"
가정의학과,이재호,가톨릭대학교 서울성모병원 가정의학과 이재호.png,교수,"건강검진, 만성질환관리,암 예방 및 검진,예방접종,금연"
가정의학과,김철민,가톨릭대학교 서울성모병원 가정의학과 김철민.png,교수,"암생존자 건강관리,건강증진 및 삶의 질 향상,수족냉증"
가정의학과,최창진,가톨릭대학교 서울성모병원 가정의학과 최창진.png,교수,"피로,비만,금연,건강상담,여성맞춤 검사,노인의학"
가정의학과,김승재,가톨릭대학교 서울성모병원 가정의학과 김승재.png,임상진료조교수,"국제진료,건강증진,만성질환 관리,암경험자 건강관리,노인의학,비만,피로,예방접종"
가정의학과,손지영,가톨릭대학교 서울성모병원 가정의학과 손지영.png,임상강사,"평생건강관리, 비만관리, 일차진료, 가정간호, 유학검진"
가정의학과,윤순규,가톨릭대학교 서울성모병원 가정의학과 윤순규.png,임상강사,"평생건강관리,비만관리,일차진료,가정간호,유학검진"
간담췌외과,홍태호,가톨릭대학교 서울성모병원 간담췌외과 홍태호.png,교수,"담석증,췌담도질환,[췌담도암],[경계성종양],복강경수술(담낭,비장,부신),로봇 수술"
간담췌외과,김세준,가톨릭대학교 서울성모병원 간담췌외과 김세준.png,교수,"담췌질환,간질환제외,담낭절제술(단일공,로봇),췌장수술(복강경,로봇)"
간담췌외과,최호중,가톨릭대학교 서울성모병원 간담췌외과 최호중.png,부교수,"간이식,간암,담도암,복강경 간절제,복강경 수술,로봇담낭절제술,간담췌질환"
간담췌외과,박성은,가톨릭대학교 서울성모병원 간담췌외과 박성은.png,임상진료조교수,"담석증,췌담도질환 복강경수술(담낭비장부신), 로봇수술"
간담췌외과,최윤영,가톨릭대학교 서울성모병원 간담췌외과 최윤영.png,임상진료조교수,"간담췌질환,담낭절제술(복강경,단일공로봇),복강경 수술"
간담췌외과,전진하,가톨릭대학교 서울성모병원 간담췌외과 전진하.png,임상강사,간담췌외과
감염내과,이동건,가톨릭대학교 서울성모병원 감염내과 이동건.png,교수,"혈액질환 환자의 감염예방, 진단, 치료"
감염내과,전윤희,가톨릭대학교 서울성모병원 감염내과 전윤희.png,임상조교수,"발열질환,림프절염"
감염내과,조성연,가톨릭대학교 서울성모병원 감염내과 조성연.png,조교수,"혈액질환 환자의 감염예방, 진단, 치료"
감염내과,이래석,가톨릭대학교 서울성모병원 감염내과 이래석.png,임상조교수,"혈액질환 환자의 감염예방,진단,치료"
감염내과,노덕희,가톨릭대학교 서울성모병원 감염내과 노덕희.png,임상강사,"혈액질환 환자의 감염예방, 진단, 치료"
갑상선내분비외과,김정수,가톨릭대학교 서울성모병원 갑상선내분비외과 김정수.png,교수,"갑상선암, 갑상선결절"
갑상선내분비외과,김광순,가톨릭대학교 서울성모병원 갑상선내분비외과 김광순.png,조교수,"갑상선암,갑상선질환,부신종양,부신질환"
내분비내과,임동준,가톨릭대학교 서울성모병원 내분비내과 임동준.png,교수,"갑상선암,갑상선,부갑상선,뇌하수체,부신"
내분비내과,조재형,가톨릭대학교 서울성모병원 내분비내과 조재형.png,교수,"당뇨병, 고지혈증, 비만"
내분비내과,이승환,가톨릭대학교 서울성모병원 내분비내과 이승환.png,교수,"당뇨병, 고지혈증, 비만, 부신질환"
내분비내과,이은영,가톨릭대학교 서울성모병원 내분비내과 이은영.png,부교수,"당뇨병,기타 내분비 질환"
내분비내과,하정훈,가톨릭대학교 서울성모병원 내분비내과 하정훈.png,조교수,"골대사,칼슘대사,부갑상선,골다공증클리닉, 뇌하수체, 내분비희귀질환"
내분비내과,양여리,가톨릭대학교 서울성모병원 내분비내과 양여리.png,조교수,"당뇨병, 고지혈증, 골다공증 및 기타 내분비질환"
내분비내과,이준엽,가톨릭대학교 서울성모병원 내분비내과 이준엽.png,임상진료조교수,"당뇨병, 비만,  갑상선,  골다공증 및 기타 내분비질환"
내분비내과,최윤희,가톨릭대학교 서울성모병원 내분비내과 최윤희.png,진료전문의,"임신성 당뇨병,1형당뇨병,비만,고지혈증"
내분비내과,김지현,가톨릭대학교 서울성모병원 내분비내과 김지현.png,진료전문의,"당뇨병, 갑상선"
