dptm,name,img_name,position,clinic
가정의학과,염근상,가톨릭대학교 의정부성모병원 가정의학과 염근상.png,교수,"비만 및 운동처방, 맞춤형 정밀의학 (임상유전자검사,장내유산균검사) 갱년기 클리닉, 성장클리닉, 임상영양 및 대사불균형, 평생건강관리"
가정의학과,이강건,가톨릭대학교 의정부성모병원 가정의학과 이강건.png,임상교수,"호스피스완화의료, 암성통증관리, 암환자의 삶의 질 관리, 질병예방, 피로, 만성두통, 금연, 평생건강관리"
간담췌외과,김기환,가톨릭대학교 의정부성모병원 간담췌외과 김기환.png,교수,"간암, 담도암, 췌장암, 담석, 로봇 복강경수술"
간담췌외과,한의수,가톨릭대학교 의정부성모병원 간담췌외과 한의수.png,조교수,"간이식, 간암, 말기간질환, 전이성간암, 간내담도암, 간담도질환, 담낭질환, 복강경 및 로봇수술"
감염내과,김양리,가톨릭대학교 의정부성모병원 감염내과 김양리.png,교수,"AIDS, 폐 외의 결핵진료, 세균, 기생충, 바이러스, 병원감염, 여행의학, 예방접종, 임파선염, 항균요법"
감염내과,이효진,가톨릭대학교 의정부성모병원 감염내과 이효진.png,임상부교수,"AIDS, 폐 외의 결핵진료, 세균, 기생충, 바이러스, 병원감염, 여행의학, 예방접종, 임파선염, 항균요법"
내분비내과,손현식,가톨릭대학교 의정부성모병원 내분비내과 손현식.png,교수,"당뇨병, 비만"
내분비내과,손태서,가톨릭대학교 의정부성모병원 내분비내과 손태서.png,교수,"당뇨병/ 갑상선질환, 골다공증, 비만, 부신질환, 뇌하수체 질환"
내분비내과,정채호,가톨릭대학교 의정부성모병원 내분비내과 정채호.png,임상진료조교수,"갑상선질환/골다공증, 당뇨병, 부신질환, 뇌하수체질환, 비만"
내분비내과,백한상,가톨릭대학교 의정부성모병원 내분비내과 백한상.png,임상진료조교수,"당뇨병 / 갑상선질환, 골다공증, 부신질환, 뇌하수체질환"
대장항문외과,오승택,가톨릭대학교 의정부성모병원 대장항문외과 오승택.png,교수,"대장직장암, 항암치료, 면역치료"
대장항문외과,이재임,가톨릭대학교 의정부성모병원 대장항문외과 이재임.png,조교수,"대장직장암 로봇 및 복강경 수술, 탈장 로봇 및 복강경 수술, 직장탈출증 및 직장류 수술"
대장항문외과,이길용,가톨릭대학교 의정부성모병원 대장항문외과 이길용.png,조교수,"게실염, 염증성 대장질환(크론병,궤양성 대장염), 탈장"
대장항문외과,이승엽,가톨릭대학교 의정부성모병원 대장항문외과 이승엽.png,임상강사,대장 항문외과(항문질환)
류마티스내과,고정희,가톨릭대학교 의정부성모병원 류마티스내과 고정희.png,조교수,"류마티스 관절염, 쇼그렌 증후군, 루푸스, 통풍, 강직성 척추염, 기타 관절염, 관절 초음파, 베제트병, 전신 경화증"
류마티스내과,전호욱,가톨릭대학교 의정부성모병원 류마티스내과 전호욱.png,임상진료조교수,"류마티스관절염, 퇴행성관절염, 루푸스, 강직성척추염, 베체트, 쇼그랜증후군, 혈관염, 관절초음파, 레이노증, 경피증, 통풍"
방사선종양학과,정송미,가톨릭대학교 의정부성모병원 방사선종양학과 정송미.png,임상조교수,"세기조절 방사선치료(IMRT), 정위적방사선수술(SRS), 간/담도/췌장암, 위암, 대장/직장/항문암, 부인암, 비뇨기암, 림프종, 혈액암, 피부암, 유방암, 기타 양성질환"
