dptm,name,img_name,position,clinic
정신건강의학과,우영섭,가톨릭대학교 여의도성모병원 정신건강의학과 우영섭.png,교수,"우울장애,양극성장애,불안장애(공황장애),조현병,성인 ADHD"
정신건강의학과,임현국,가톨릭대학교 여의도성모병원 정신건강의학과 임현국.png,교수,"[가톨릭 뇌건강센터] 기억력 및 인지장애,알츠하이머병 및 기타 치매,노인성 우울증,수면장애"
정신건강의학과,왕성민,가톨릭대학교 여의도성모병원 정신건강의학과 왕성민.png,조교수,"[가톨릭 뇌건강센터] 기억력 및 인지장애,알츠하이머병 및 기타 치매"
정신건강의학과,최원석,가톨릭대학교 여의도성모병원 정신건강의학과 최원석.png,임상진료조교수,"성인ADHD, 기분장애, 불안장애, 스트레스, 조현병"
정신건강의학과,김성환,가톨릭대학교 여의도성모병원 정신건강의학과 김성환.png,임상강사,"[가톨릭 뇌건강센터] 기억력 및 인지장애,알츠하이머병 및 기타 치매, 우울장애, 불안장애, 수면장애"
정형외과,이화성,가톨릭대학교 여의도성모병원 정형외과 이화성.png,교수,"무릎관절 질환,무릎관절 관절경 및 인공관절 치환술"
정형외과,이세원,가톨릭대학교 여의도성모병원 정형외과 이세원.png,부교수,"고관절,하지외상,무릎관절,골다공증"
마취통증의학과,전진영,가톨릭대학교 여의도성모병원 정형외과 전진영.png,교수,"정형외과 마취,신경근 차단제,심폐혈관 마취,산과 마취"
정형외과,임진형,가톨릭대학교 여의도성모병원 정형외과 임진형.png,조교수,"수부, 수근부(손목), 주관절(팔꿈치) 스포츠 손상, 외상 및 질환, 관절경 수술, 미세수술재건, 말초신경질환, 소아 정형외과"
정형외과,유지현,가톨릭대학교 여의도성모병원 정형외과 유지현.png,임상조교수,"[척추센터] 목∙허리디스크 및 협착증,최소침습 척추수술,척추측만증 및 변형"
정형외과,김종호,가톨릭대학교 여의도성모병원 정형외과 김종호.png,조교수,"어깨,팔꿈치 질환 및 골절,관절경수술,상지 스포츠손상"
정형외과,이동환,가톨릭대학교 여의도성모병원 정형외과 이동환.png,임상진료조교수,"무릎질환, 인공관절 수술, 연골재생치료, 관절경 수술, 하지외상 및 족부질환"
정형외과,조완재,가톨릭대학교 여의도성모병원 정형외과 조완재.png,임상강사,"목·허리디스크 및 협착증,일반정형외과"
