dptm,name,img_name,position,clinic
가정의학과,옥선명,가톨릭대학교 여의도성모병원 가정의학과 옥선명.png,교수,"만성질환.암 조기진단,노화방지,피로.스트레스관리,비만,영양요법"
가정의학과,송찬희,가톨릭대학교 여의도성모병원 가정의학과 송찬희.png,교수,"만성질환 통합관리,비만,골다공증,노화방지,대사증후군,만성피로,만성통증,영양요법"
가정의학과,정주혜,가톨릭대학교 여의도성모병원 가정의학과 정주혜.png,교수,"가정의학과 일반진료,만성질환관리,건강상담"
가정의학과,은영미,가톨릭대학교 여의도성모병원 가정의학과 은영미.png,임상진료조교수,"가정의학과 일반진료,만성질환관리,건강상담"
가정의학과,장유진,가톨릭대학교 여의도성모병원 가정의학과 장유진.png,임상강사,"가정의학과 일반진료,만성질환관리,건강상담"
간담췌외과,백광열,가톨릭대학교 여의도성모병원 간담췌외과 백광열.png,교수,"[간담췌외과] 췌장암,간암,담도암,간이식"
감염내과,최수미,가톨릭대학교 여의도성모병원 감염내과 최수미.png,교수,"바이러스(헤르페스,호흡기바이러스 등),감염질환,면역저하환자 감염질환,폐외결핵,림프절병증,골관절 감염증"
감염내과,홍한터,가톨릭대학교 여의도성모병원 감염내과 홍한터.png,임상강사,일반감염질환
내분비내과,송기호,가톨릭대학교 여의도성모병원 내분비내과 송기호.png,교수,"당뇨병,고지혈증,갑상선"
내분비내과,백기현,가톨릭대학교 여의도성모병원 내분비내과 백기현.png,교수,"당뇨병,골다공증,갑상선,뇌하수체"
내분비내과,권혁상,가톨릭대학교 여의도성모병원 내분비내과 권혁상.png,교수,"당뇨병,고지혈증,갑상선,부신"
내분비내과,김미경,가톨릭대학교 여의도성모병원 내분비내과 김미경.png,교수,"당뇨병,비만, 고지혈증,뇌하수체, 갑상선 기능 이상"
내분비내과,김진영,가톨릭대학교 여의도성모병원 내분비내과 김진영.png,임상진료조교수,"갑상선, 골다공증, 당뇨병, 고지혈증"
대장항문외과,강원경,가톨릭대학교 여의도성모병원 대장항문외과 강원경.png,교수,"[대장항문외과] 대장암,항문질환,탈장,복강경 및 로봇수술"
대장항문외과,박선민,가톨릭대학교 여의도성모병원 대장항문외과 박선민.png,임상진료조교수,"[대장항문외과] 대장암,항문질환,탈장,복강경 및 로봇수술"
대장항문외과,구가윤,가톨릭대학교 여의도성모병원 대장항문외과 구가윤.png,진료전문의,"[대장항문외과] 대장항문질환, 탈장, 대장암, 복강경 및 로봇수술"
류마티스내과,문수진,가톨릭대학교 여의도성모병원 류마티스내과 문수진.png,교수,"류마티스관절염,루프스,전신경화증,강직성척추염,베체트,쇼그렌증후군,섬유근통"
류마티스내과,손하희,가톨릭대학교 여의도성모병원 류마티스내과 손하희.png,임상강사,"류마티스관절염,루프스,전신경화증,강직성척추염,베체트,쇼그랜증후군,섬유근통[진료 및 초음파검사]"
마취통증의학과,김은성,가톨릭대학교 여의도성모병원 마취통증의학과 김은성.png,교수,심폐마취
마취통증의학과,이지영,가톨릭대학교 여의도성모병원 마취통증의학과 이지영.png,교수,"뇌신경 마취,수술장외 마취,소아 마취,노인 마취,정맥 마취"
마취통증의학과,전진영,가톨릭대학교 여의도성모병원 마취통증의학과 전진영.png,교수,"정형외과 마취,신경근 차단제,심폐혈관 마취,산과 마취"
마취통증의학과,서권휘,가톨릭대학교 여의도성모병원 마취통증의학과 서권휘.png,임상조교수,심폐마취
마취통증의학과,최소정,가톨릭대학교 여의도성모병원 마취통증의학과 최소정.png,임상진료조교수,"통증치료,두통,척추수술 후 통증,대상포진 후 통, 일반마취"
마취통증의학과,이재상,가톨릭대학교 여의도성모병원 마취통증의학과 이재상.png,임상진료조교수,"통증치료,두통,척추수술 후 통증,대상포진 후 통증, 일반마취"
마취통증의학과,곽주은,가톨릭대학교 여의도성모병원 마취통증의학과 곽주은.png,임상진료조교수,"통증치료,두통,척추수술 후 통증,대상포진 후 통증, 일반마취"
방사선종양학과,이자영,가톨릭대학교 여의도성모병원 방사선종양학과 이자영.png,임상진료조교수,"유방암, 림프종 및 혈액 질환, 폐암, 직장암, 전립선암, 간담도암, 부인과암, 뇌종양, 두경부암, 전이암 및 기타 종양"
병리과,김태정,가톨릭대학교 여의도성모병원 병리과 김태정.png,교수,"폐암,림프종,분자병리,바이오마커"
병리과,김태은,가톨릭대학교 여의도성모병원 병리과 김태은.png,임상진료조교수,"외과병리, 분자병리, 세포병리"
병리과,이승연,가톨릭대학교 여의도성모병원 병리과 이승연.png,진료전문의,외과병리
비뇨의학과,손동완,가톨릭대학교 여의도성모병원 비뇨의학과 손동완.png,교수,"비뇨기종양, 요실금,성기능장애,전립선레이저수술"
비뇨의학과,김선욱,가톨릭대학교 여의도성모병원 비뇨의학과 김선욱.png,임상부교수,"[비뇨의학과:월금(오전)수(오후)] 비뇨기종양,전립선질환,요로결석,일반비뇨기과 [나프로임신센터:월,금(오후)] 나프로임신법,남성 난임"
비뇨의학과,최세웅,가톨릭대학교 여의도성모병원 비뇨의학과 최세웅.png,임상조교수,"비뇨기종양, 전립선질환,요로결석,성기능장애,요실금, 소아질환,신장이식"
