dptm,name,img_name,position,clinic
산부인과,이영,가톨릭대학교 여의도성모병원 산부인과 이영.png,교수,"고위험임신,태아정밀검사"
산부인과,길기철,가톨릭대학교 여의도성모병원 산부인과 길기철.png,조교수,"일반산부인과,고위험임신,태아정밀검사,복강경수술,로봇수술,내분비질환"
산부인과,송민종,가톨릭대학교 여의도성모병원 산부인과 송민종.png,교수,"부인암(자궁암, 난소암), 자궁근종, 자궁선근증, 자궁내막증, 난소낭종, 로봇수술, 단일공복강경수술, 하지림프부종수술, 자궁이식상담"
산부인과,김현정,가톨릭대학교 여의도성모병원 산부인과 김현정.png,임상진료조교수,"나프로 임신법, 여성난임"
산부인과,황혜성,가톨릭대학교 여의도성모병원 산부인과 황혜성.png,임상진료조교수,"산전관리, 고위험임신, 임신성당뇨,태아정밀초음파, 일반산부인과"
산부인과,이정음,가톨릭대학교 여의도성모병원 산부인과 이정음.png,임상강사,"갱년기, 골다공증, 자궁근종, 난소낭종, 다낭성난포증후군, 일반산부인과"
성형외과,이윤재,가톨릭대학교 여의도성모병원 성형외과 이윤재.png,조교수,"유방재건, 유방성형, 악안면외상, 피부암재건, 미용성형, 화상"
성형외과,김준혁,가톨릭대학교 여의도성모병원 성형외과 김준혁.png,임상진료조교수,"안면외상(골절), 당뇨발, 림프부종"
성형외과,김재원,가톨릭대학교 여의도성모병원 성형외과 김재원.png,임상강사,"안면 및수부외상,화상,양성종양,흉터,레이저,일반성형외과학"
소아외과,정재희,가톨릭대학교 여의도성모병원 소아외과 정재희.png,교수,"[소아외과] 소아 및 신생아 외과,소아탈장,소아복강경수술,태아치료"
