dptm,name,img_name,position,clinic
영상의학과,임계연,가톨릭대학교 여의도성모병원 영상의학과 임계연.png,교수,소아 영상의학
영상의학과,정소령,가톨릭대학교 여의도성모병원 영상의학과 정소령.png,교수,"신경두경부영상의학 (CT, MRI), 갑상선영상의학 (갑상선결절: 초음파, 조직검사, 에탄올경화치료, 고주파절제치료)"
영상의학과,이상훈,가톨릭대학교 여의도성모병원 영상의학과 이상훈.png,교수,인터벤션 영상의학(혈관조영술 및 중재 영상의학)
영상의학과,정동진,가톨릭대학교 여의도성모병원 영상의학과 정동진.png,교수,"복부비뇨생식기 영상의학,조직생검,간암의 고주파열치료"
영상의학과,김효림,가톨릭대학교 여의도성모병원 영상의학과 김효림.png,임상교수,"흉부,심장 영상의학"
영상의학과,이민경,가톨릭대학교 여의도성모병원 영상의학과 이민경.png,조교수,"신경두경부영상의학,갑상선영상의학,갑상선결절,고주파열치료"
영상의학과,한승희,가톨릭대학교 여의도성모병원 영상의학과 한승희.png,임상강사,"복부초음파,유방초음파"
외과,강원경,가톨릭대학교 여의도성모병원 외과 강원경.png,교수,"[대장항문외과] 대장암,항문질환,탈장,복강경 및 로봇수술"
외과,정재희,가톨릭대학교 여의도성모병원 외과 정재희.png,교수,"[소아외과] 소아 및 신생아 외과,소아탈장,소아복강경수술,태아치료"
외과,백종민,가톨릭대학교 여의도성모병원 외과 백종민.png,교수,"[유방갑상선외과] 유방,갑상선(내분비외과)"
외과,김성근,가톨릭대학교 여의도성모병원 외과 김성근.png,교수,"[위장관외과] 위암,식도암,상부위장관,로봇수술,비만대사수술"
외과,백광열,가톨릭대학교 여의도성모병원 외과 백광열.png,교수,"[간담췌외과] 췌장암,간암,담도암,간이식"
외과,권오준,가톨릭대학교 여의도성모병원 외과 권오준.png,임상진료조교수,"[갑상선내분비외과]갑상선 암 및 결절, 갑상선 수술, 경부 림프절 박리, 갑상선 로봇 수술, 부신종양"
외과,정윤주,가톨릭대학교 여의도성모병원 외과 정윤주.png,임상진료조교수,"[위장관외과] 로봇/복강경 수술, 위암, 식도암, 고도비만, 위장관종양, 위식도역류 질환, 열공탈장, 단일공탈장수술, 부신종양, 지방종"
외과,박선민,가톨릭대학교 여의도성모병원 외과 박선민.png,임상진료조교수,"대장암,대장항문질환,성인탈장,복강경수술"
외과,박영준,가톨릭대학교 여의도성모병원 외과 박영준.png,임상진료조교수,"[혈관이식외과]대동맥,사지혈관질환,정맥류,하지부종,투석혈관수술,신장이식,췌장이식"
외과,여태훈,가톨릭대학교 여의도성모병원 외과 여태훈.png,임상강사,"[유방갑상선외과]유방,갑상선(내분비외과)"
외과,구가윤,가톨릭대학교 여의도성모병원 외과 구가윤.png,진료전문의,"[대장항문외과] 대장항문질환, 탈장, 대장암, 복강경 및 로봇수술"
위장관외과,김성근,가톨릭대학교 여의도성모병원 위장관외과 김성근.png,교수,"[위장관외과] 위암,식도암,상부위장관,로봇수술,비만대사수술"
위장관외과,정윤주,가톨릭대학교 여의도성모병원 위장관외과 정윤주.png,임상진료조교수,"[위장관외과] 로봇/복강경 수술, 위암, 식도암, 고도비만, 위장관종양, 위식도역류 질환, 열공탈장, 단일공탈장수술, 부신종양, 지방종"
유방갑상선외과,백종민,가톨릭대학교 여의도성모병원 유방갑상선외과 백종민.png,교수,"[유방갑상선외과] 유방,갑상선(내분비외과)"
유방갑상선외과,권오준,가톨릭대학교 여의도성모병원 유방갑상선외과 권오준.png,임상진료조교수,"[갑상선내분비외과]갑상선 암 및 결절, 갑상선 수술, 경부 림프절 박리, 갑상선 로봇 수술, 부신종양"
유방갑상선외과,여태훈,가톨릭대학교 여의도성모병원 유방갑상선외과 여태훈.png,임상강사,"[유방갑상선외과]유방,갑상선(내분비외과)"
응급의학과,박상현,가톨릭대학교 여의도성모병원 응급의학과 박상현.png,임상교수,"뇌.심장소생,집중치료,응급의료서비스,환경의학"
응급의학과,위정희,가톨릭대학교 여의도성모병원 응급의학과 위정희.png,조교수,"환경의학, 임상독성학, 뇌.심장소생, 집중치료"
응급의학과,권미경,가톨릭대학교 여의도성모병원 응급의학과 권미경.png,진료의사,"임상독성, 응급임상술기, 응급외상"
응급의학과,박선영,가톨릭대학교 여의도성모병원 응급의학과 박선영.png,임상강사,"응급의학, 환경의학, 응급외상, 뇌·심장소생"
응급의학과,연정훈,가톨릭대학교 여의도성모병원 응급의학과 연정훈.png,진료전문의,"응급의학,환경의학,응급외상,뇌 심장소생"
응급의학과,김영석,가톨릭대학교 여의도성모병원 응급의학과 김영석.png,진료전문의,"응급의학,환경의학,응급외상, 뇌·심장소생"
이비인후과,박영학,가톨릭대학교 여의도성모병원 이비인후과 박영학.png,교수,"음성장애,연하장애,두경부종양,갑상선암 [수(오후):연하장애클리닉/음성장애클리닉][수,목(오전)월(오후):갑상선센터 진료포함]"
이비인후과,조진희,가톨릭대학교 여의도성모병원 이비인후과 조진희.png,교수,"비부비동질환,비성형,알레르기,코골이,수면무호흡"
이비인후과,박소영,가톨릭대학교 여의도성모병원 이비인후과 박소영.png,교수,"중이염, 어지럼, 난청, 이명, 보청기클리닉 [화, 목, 금 (오전), 수 (오후)]"
이비인후과,김현범,가톨릭대학교 여의도성모병원 이비인후과 김현범.png,임상진료조교수,"음성장애,연하장애,두경부종양,갑상선암,[갑상선센터 병행진료],롱코비드"
재활의학과,원선재,가톨릭대학교 여의도성모병원 재활의학과 원선재.png,부교수,"신경계재활(뇌졸중,척수손상),근골격통증,의지보조기,전기진단"
재활의학과,김영국,가톨릭대학교 여의도성모병원 재활의학과 김영국.png,조교수,"뇌신경재활(뇌경색,뇌출혈,외상성 뇌손상),경직-보톡스치료,뇌졸중 후 통증,인지재활,연하(삼킴)재활,소아뇌신경재활"
재활의학과,장소연,가톨릭대학교 여의도성모병원 재활의학과 장소연.png,임상진료조교수,"호흡재활, 근골격계통증, 신경계재활(뇌졸중, 척수손상), 근전도"
정신건강의학과,박원명,가톨릭대학교 여의도성모병원 정신건강의학과 박원명.png,교수,"우울증,조울병,조현병(정신분열병),신경증(불안장애)"
정신건강의학과,우영섭,가톨릭대학교 여의도성모병원 정신건강의학과 우영섭.png,교수,"우울장애,양극성장애,불안장애(공황장애),조현병,성인 ADHD"
정신건강의학과,임현국,가톨릭대학교 여의도성모병원 정신건강의학과 임현국.png,교수,"[가톨릭 뇌건강센터] 기억력 및 인지장애,알츠하이머병 및 기타 치매,노인성 우울증,수면장애"
정신건강의학과,왕성민,가톨릭대학교 여의도성모병원 정신건강의학과 왕성민.png,조교수,"[가톨릭 뇌건강센터] 기억력 및 인지장애,알츠하이머병 및 기타 치매"
정신건강의학과,최원석,가톨릭대학교 여의도성모병원 정신건강의학과 최원석.png,임상진료조교수,"성인ADHD, 기분장애, 불안장애, 스트레스, 조현병"
정신건강의학과,김성환,가톨릭대학교 여의도성모병원 정신건강의학과 김성환.png,임상강사,"[가톨릭 뇌건강센터] 기억력 및 인지장애,알츠하이머병 및 기타 치매, 우울장애, 불안장애, 수면장애"
정형외과,김기원,가톨릭대학교 여의도성모병원 정형외과 김기원.png,교수,[척추센터] 고령.고위험.고난위 척추수술(경추제외)
정형외과,이화성,가톨릭대학교 여의도성모병원 정형외과 이화성.png,교수,"무릎관절 질환,무릎관절 관절경 및 인공관절 치환술"
정형외과,이세원,가톨릭대학교 여의도성모병원 정형외과 이세원.png,부교수,"고관절,하지외상,무릎관절,골다공증"
정형외과,임진형,가톨릭대학교 여의도성모병원 정형외과 임진형.png,조교수,"수부, 수근부(손목), 주관절(팔꿈치) 스포츠 손상, 외상 및 질환, 관절경 수술, 미세수술재건, 말초신경질환, 소아 정형외과"
정형외과,유지현,가톨릭대학교 여의도성모병원 정형외과 유지현.png,임상조교수,"[척추센터] 목∙허리디스크 및 협착증,최소침습 척추수술,척추측만증 및 변형"
정형외과,김종호,가톨릭대학교 여의도성모병원 정형외과 김종호.png,조교수,"어깨,팔꿈치 질환 및 골절,관절경수술,상지 스포츠손상"
정형외과,이동환,가톨릭대학교 여의도성모병원 정형외과 이동환.png,임상진료조교수,"무릎질환, 인공관절 수술, 연골재생치료, 관절경 수술, 하지외상 및 족부질환"
정형외과,조완재,가톨릭대학교 여의도성모병원 정형외과 조완재.png,임상강사,"목·허리디스크 및 협착증,일반정형외과"
종양내과,우인숙,가톨릭대학교 여의도성모병원 종양내과 우인숙.png,교수,"폐암, 유방암, 두경부암, 식도암, 가족성 종양"
종양내과,이희연,가톨릭대학교 여의도성모병원 종양내과 이희연.png,조교수,"대장암,비뇨기암,부인암,육종"
