dptm,name,img_name,position,clinic
소아청소년과,한지환,가톨릭대학교 여의도성모병원 소아청소년과 한지환.png,교수,"가와사끼병(후천성심질환),선천성심질환,심잡음,흉통,실신,부정맥,고혈압,비만 [심장클리닉:매주 화(오전)]"
소아청소년과,정민호,가톨릭대학교 여의도성모병원 소아청소년과 정민호.png,임상교수,"저신장,소아당뇨병,갑상선질환,내분비질환[금(오전):내분비클리닉]"
소아청소년과,김세연,가톨릭대학교 여의도성모병원 소아청소년과 김세연.png,조교수,"신생아질환,미숙아,일반소아과,예방접종"
소아청소년과,문자운,가톨릭대학교 여의도성모병원 소아청소년과 문자운.png,임상진료조교수,"소아뇌전증,경련성질환,두통,발달장애,일반소아과"
소아청소년과,안빈,가톨릭대학교 여의도성모병원 소아청소년과 안빈.png,임상진료조교수,"발열, 감염성질환, 결핵, 특수예방접종"
소화기내과,박수헌,가톨릭대학교 여의도성모병원 소화기내과 박수헌.png,교수,"헬리코박터파이로리균관련위질환,역류성식도질환,과민성대장증후군,소화불량"
소화기내과,조세현,가톨릭대학교 여의도성모병원 소화기내과 조세현.png,교수,"간암,간경변증,간염,간이식"
 , , , , 
소화기내과,정대영,가톨릭대학교 여의도성모병원 소화기내과 정대영.png,교수,"위 말트(MALT) 림프종,내시경 수술,위-식도 질환,위암과 대장암,크론병과 대장염"
소화기내과,이한희,가톨릭대학교 여의도성모병원 소화기내과 이한희.png,부교수,"염증성 장질환(크론병,궤양성대장염),대장암 및 용종,췌담도질환,치료내시경"
소화기내과,임지혜,가톨릭대학교 여의도성모병원 소화기내과 임지혜.png,임상진료조교수,"간암,간경변증,간염"
