dptm,name,img_name,position,clinic
가정의학과,송찬희,가톨릭대학교 여의도성모병원 가정의학과 송찬희.png,교수,"만성질환 통합관리,비만,골다공증,노화방지,대사증후군,만성피로,만성통증,영양요법"
가정의학과,송찬희,가톨릭대학교 여의도성모병원 가정의학과 송찬희.png,교수,"만성질환 통합관리,비만,골다공증,노화방지,대사증후군,만성피로,만성통증,영양요법"
가정의학과,정주혜,가톨릭대학교 여의도성모병원 가정의학과 정주혜.png,교수,"가정의학과 일반진료,만성질환관리,건강상담"
가정의학과,송찬희,가톨릭대학교 여의도성모병원 가정의학과 송찬희.png,교수,"만성질환 통합관리,비만,골다공증,노화방지,대사증후군,만성피로,만성통증,영양요법"
가정의학과,정주혜,가톨릭대학교 여의도성모병원 가정의학과 정주혜.png,교수,"가정의학과 일반진료,만성질환관리,건강상담"
가정의학과,은영미,가톨릭대학교 여의도성모병원 가정의학과 은영미.png,임상진료조교수,"가정의학과 일반진료,만성질환관리,건강상담"
가정의학과,송찬희,가톨릭대학교 여의도성모병원 가정의학과 송찬희.png,교수,"만성질환 통합관리,비만,골다공증,노화방지,대사증후군,만성피로,만성통증,영양요법"
가정의학과,정주혜,가톨릭대학교 여의도성모병원 가정의학과 정주혜.png,교수,"가정의학과 일반진료,만성질환관리,건강상담"
가정의학과,은영미,가톨릭대학교 여의도성모병원 가정의학과 은영미.png,임상진료조교수,"가정의학과 일반진료,만성질환관리,건강상담"
가정의학과,장유진,가톨릭대학교 여의도성모병원 가정의학과 장유진.png,임상강사,"가정의학과 일반진료,만성질환관리,건강상담"
간담췌외과,백광열,가톨릭대학교 여의도성모병원 간담췌외과 백광열.png,교수,"[간담췌외과] 췌장암,간암,담도암,간이식"
감염내과,홍한터,가톨릭대학교 여의도성모병원 감염내과 홍한터.png,임상강사,일반감염질환
내분비내과,백기현,가톨릭대학교 여의도성모병원 내분비내과 백기현.png,교수,"당뇨병,골다공증,갑상선,뇌하수체"
내분비내과,백기현,가톨릭대학교 여의도성모병원 내분비내과 백기현.png,교수,"당뇨병,골다공증,갑상선,뇌하수체"
내분비내과,권혁상,가톨릭대학교 여의도성모병원 내분비내과 권혁상.png,교수,"당뇨병,고지혈증,갑상선,부신"
내분비내과,백기현,가톨릭대학교 여의도성모병원 내분비내과 백기현.png,교수,"당뇨병,골다공증,갑상선,뇌하수체"
내분비내과,권혁상,가톨릭대학교 여의도성모병원 내분비내과 권혁상.png,교수,"당뇨병,고지혈증,갑상선,부신"
내분비내과,김미경,가톨릭대학교 여의도성모병원 내분비내과 김미경.png,교수,"당뇨병,비만, 고지혈증,뇌하수체, 갑상선 기능 이상"
내분비내과,백기현,가톨릭대학교 여의도성모병원 내분비내과 백기현.png,교수,"당뇨병,골다공증,갑상선,뇌하수체"
내분비내과,권혁상,가톨릭대학교 여의도성모병원 내분비내과 권혁상.png,교수,"당뇨병,고지혈증,갑상선,부신"
내분비내과,김미경,가톨릭대학교 여의도성모병원 내분비내과 김미경.png,교수,"당뇨병,비만, 고지혈증,뇌하수체, 갑상선 기능 이상"
내분비내과,김진영,가톨릭대학교 여의도성모병원 내분비내과 김진영.png,임상진료조교수,"갑상선, 골다공증, 당뇨병, 고지혈증"
외과,강원경,가톨릭대학교 여의도성모병원 대장항문외과 강원경.png,교수,"[대장항문외과] 대장암,항문질환,탈장,복강경 및 로봇수술"
외과,강원경,가톨릭대학교 여의도성모병원 대장항문외과 강원경.png,교수,"[대장항문외과] 대장암,항문질환,탈장,복강경 및 로봇수술"
대장항문외과,박선민,가톨릭대학교 여의도성모병원 대장항문외과 박선민.png,임상진료조교수,"[대장항문외과] 대장암,항문질환,탈장,복강경 및 로봇수술"
외과,강원경,가톨릭대학교 여의도성모병원 대장항문외과 강원경.png,교수,"[대장항문외과] 대장암,항문질환,탈장,복강경 및 로봇수술"
대장항문외과,박선민,가톨릭대학교 여의도성모병원 대장항문외과 박선민.png,임상진료조교수,"[대장항문외과] 대장암,항문질환,탈장,복강경 및 로봇수술"
외과,구가윤,가톨릭대학교 여의도성모병원 대장항문외과 구가윤.png,진료전문의,"[대장항문외과] 대장항문질환, 탈장, 대장암, 복강경 및 로봇수술"
외과,강원경,가톨릭대학교 여의도성모병원 대장항문외과 강원경.png,교수,"[대장항문외과] 대장암,항문질환,탈장,복강경 및 로봇수술"
대장항문외과,박선민,가톨릭대학교 여의도성모병원 대장항문외과 박선민.png,임상진료조교수,"[대장항문외과] 대장암,항문질환,탈장,복강경 및 로봇수술"
외과,구가윤,가톨릭대학교 여의도성모병원 대장항문외과 구가윤.png,진료전문의,"[대장항문외과] 대장항문질환, 탈장, 대장암, 복강경 및 로봇수술"
대장항문외과,구가윤,가톨릭대학교 여의도성모병원 대장항문외과 구가윤.png,진료전문의,"[대장항문외과] 대장항문질환, 탈장, 대장암, 복강경 및 로봇수술"
류마티스내과,손하희,가톨릭대학교 여의도성모병원 류마티스내과 손하희.png,임상강사,"류마티스관절염,루프스,전신경화증,강직성척추염,베체트,쇼그랜증후군,섬유근통[진료 및 초음파검사]"
마취통증의학과,이지영,가톨릭대학교 여의도성모병원 마취통증의학과 이지영.png,교수,"뇌신경 마취,수술장외 마취,소아 마취,노인 마취,정맥 마취"
마취통증의학과,이지영,가톨릭대학교 여의도성모병원 마취통증의학과 이지영.png,교수,"뇌신경 마취,수술장외 마취,소아 마취,노인 마취,정맥 마취"
마취통증의학과,전진영,가톨릭대학교 여의도성모병원 마취통증의학과 전진영.png,교수,"정형외과 마취,신경근 차단제,심폐혈관 마취,산과 마취"
마취통증의학과,이지영,가톨릭대학교 여의도성모병원 마취통증의학과 이지영.png,교수,"뇌신경 마취,수술장외 마취,소아 마취,노인 마취,정맥 마취"
마취통증의학과,전진영,가톨릭대학교 여의도성모병원 마취통증의학과 전진영.png,교수,"정형외과 마취,신경근 차단제,심폐혈관 마취,산과 마취"
마취통증의학과,서권휘,가톨릭대학교 여의도성모병원 마취통증의학과 서권휘.png,임상조교수,심폐마취
마취통증의학과,이지영,가톨릭대학교 여의도성모병원 마취통증의학과 이지영.png,교수,"뇌신경 마취,수술장외 마취,소아 마취,노인 마취,정맥 마취"
마취통증의학과,전진영,가톨릭대학교 여의도성모병원 마취통증의학과 전진영.png,교수,"정형외과 마취,신경근 차단제,심폐혈관 마취,산과 마취"
마취통증의학과,서권휘,가톨릭대학교 여의도성모병원 마취통증의학과 서권휘.png,임상조교수,심폐마취
마취통증의학과,최소정,가톨릭대학교 여의도성모병원 마취통증의학과 최소정.png,임상진료조교수,"통증치료,두통,척추수술 후 통증,대상포진 후 통, 일반마취"
마취통증의학과,이지영,가톨릭대학교 여의도성모병원 마취통증의학과 이지영.png,교수,"뇌신경 마취,수술장외 마취,소아 마취,노인 마취,정맥 마취"
마취통증의학과,전진영,가톨릭대학교 여의도성모병원 마취통증의학과 전진영.png,교수,"정형외과 마취,신경근 차단제,심폐혈관 마취,산과 마취"
마취통증의학과,서권휘,가톨릭대학교 여의도성모병원 마취통증의학과 서권휘.png,임상조교수,심폐마취
마취통증의학과,최소정,가톨릭대학교 여의도성모병원 마취통증의학과 최소정.png,임상진료조교수,"통증치료,두통,척추수술 후 통증,대상포진 후 통, 일반마취"
마취통증의학과,이재상,가톨릭대학교 여의도성모병원 마취통증의학과 이재상.png,임상진료조교수,"통증치료,두통,척추수술 후 통증,대상포진 후 통증, 일반마취"
마취통증의학과,이지영,가톨릭대학교 여의도성모병원 마취통증의학과 이지영.png,교수,"뇌신경 마취,수술장외 마취,소아 마취,노인 마취,정맥 마취"
마취통증의학과,전진영,가톨릭대학교 여의도성모병원 마취통증의학과 전진영.png,교수,"정형외과 마취,신경근 차단제,심폐혈관 마취,산과 마취"
마취통증의학과,서권휘,가톨릭대학교 여의도성모병원 마취통증의학과 서권휘.png,임상조교수,심폐마취
마취통증의학과,최소정,가톨릭대학교 여의도성모병원 마취통증의학과 최소정.png,임상진료조교수,"통증치료,두통,척추수술 후 통증,대상포진 후 통, 일반마취"
마취통증의학과,이재상,가톨릭대학교 여의도성모병원 마취통증의학과 이재상.png,임상진료조교수,"통증치료,두통,척추수술 후 통증,대상포진 후 통증, 일반마취"
마취통증의학과,곽주은,가톨릭대학교 여의도성모병원 마취통증의학과 곽주은.png,임상진료조교수,"통증치료,두통,척추수술 후 통증,대상포진 후 통증, 일반마취"
병리과,김태은,가톨릭대학교 여의도성모병원 병리과 김태은.png,임상진료조교수,"외과병리, 분자병리, 세포병리"
병리과,김태은,가톨릭대학교 여의도성모병원 병리과 김태은.png,임상진료조교수,"외과병리, 분자병리, 세포병리"
병리과,이승연,가톨릭대학교 여의도성모병원 병리과 이승연.png,진료전문의,외과병리
비뇨의학과,김선욱,가톨릭대학교 여의도성모병원 비뇨의학과 김선욱.png,임상부교수,"[비뇨의학과:월금(오전)수(오후)] 비뇨기종양,전립선질환,요로결석,일반비뇨기과 [나프로임신센터:월,금(오후)] 나프로임신법,남성 난임"
비뇨의학과,김선욱,가톨릭대학교 여의도성모병원 비뇨의학과 김선욱.png,임상부교수,"[비뇨의학과:월금(오전)수(오후)] 비뇨기종양,전립선질환,요로결석,일반비뇨기과 [나프로임신센터:월,금(오후)] 나프로임신법,남성 난임"
비뇨의학과,최세웅,가톨릭대학교 여의도성모병원 비뇨의학과 최세웅.png,임상조교수,"비뇨기종양, 전립선질환,요로결석,성기능장애,요실금, 소아질환,신장이식"
임신과 내과적 질환 클리닉,길기철,가톨릭대학교 여의도성모병원 산부인과 길기철.png,조교수,"[산부인과]일반산부인과,고위험임신,태아정밀검사,복강경수술,내분비질환 [나프로임신센터]나프로임신법,여성 난임"
임신과 내과적 질환 클리닉,길기철,가톨릭대학교 여의도성모병원 산부인과 길기철.png,조교수,"[산부인과]일반산부인과,고위험임신,태아정밀검사,복강경수술,내분비질환 [나프로임신센터]나프로임신법,여성 난임"
임신성 고혈압 클리닉,길기철,가톨릭대학교 여의도성모병원 산부인과 길기철.png,조교수,"[산부인과]일반산부인과,고위험임신,태아정밀검사,복강경수술,내분비질환 [나프로임신센터]나프로임신법,여성 난임"
임신과 내과적 질환 클리닉,길기철,가톨릭대학교 여의도성모병원 산부인과 길기철.png,조교수,"[산부인과]일반산부인과,고위험임신,태아정밀검사,복강경수술,내분비질환 [나프로임신센터]나프로임신법,여성 난임"
임신성 고혈압 클리닉,길기철,가톨릭대학교 여의도성모병원 산부인과 길기철.png,조교수,"[산부인과]일반산부인과,고위험임신,태아정밀검사,복강경수술,내분비질환 [나프로임신센터]나프로임신법,여성 난임"
자연분만 및 산전관리 클리닉,길기철,가톨릭대학교 여의도성모병원 산부인과 길기철.png,조교수,"[산부인과]일반산부인과,고위험임신,태아정밀검사,복강경수술,내분비질환 [나프로임신센터]나프로임신법,여성 난임"
임신과 내과적 질환 클리닉,길기철,가톨릭대학교 여의도성모병원 산부인과 길기철.png,조교수,"[산부인과]일반산부인과,고위험임신,태아정밀검사,복강경수술,내분비질환 [나프로임신센터]나프로임신법,여성 난임"
임신성 고혈압 클리닉,길기철,가톨릭대학교 여의도성모병원 산부인과 길기철.png,조교수,"[산부인과]일반산부인과,고위험임신,태아정밀검사,복강경수술,내분비질환 [나프로임신센터]나프로임신법,여성 난임"
자연분만 및 산전관리 클리닉,길기철,가톨릭대학교 여의도성모병원 산부인과 길기철.png,조교수,"[산부인과]일반산부인과,고위험임신,태아정밀검사,복강경수술,내분비질환 [나프로임신센터]나프로임신법,여성 난임"
유산과 자궁외 임신 클리닉,길기철,가톨릭대학교 여의도성모병원 산부인과 길기철.png,조교수,"[산부인과]일반산부인과,고위험임신,태아정밀검사,복강경수술,내분비질환 [나프로임신센터]나프로임신법,여성 난임"
임신과 내과적 질환 클리닉,길기철,가톨릭대학교 여의도성모병원 산부인과 길기철.png,조교수,"[산부인과]일반산부인과,고위험임신,태아정밀검사,복강경수술,내분비질환 [나프로임신센터]나프로임신법,여성 난임"
임신성 고혈압 클리닉,길기철,가톨릭대학교 여의도성모병원 산부인과 길기철.png,조교수,"[산부인과]일반산부인과,고위험임신,태아정밀검사,복강경수술,내분비질환 [나프로임신센터]나프로임신법,여성 난임"
자연분만 및 산전관리 클리닉,길기철,가톨릭대학교 여의도성모병원 산부인과 길기철.png,조교수,"[산부인과]일반산부인과,고위험임신,태아정밀검사,복강경수술,내분비질환 [나프로임신센터]나프로임신법,여성 난임"
유산과 자궁외 임신 클리닉,길기철,가톨릭대학교 여의도성모병원 산부인과 길기철.png,조교수,"[산부인과]일반산부인과,고위험임신,태아정밀검사,복강경수술,내분비질환 [나프로임신센터]나프로임신법,여성 난임"
제왕절개 후 질식분만 클리닉,길기철,가톨릭대학교 여의도성모병원 산부인과 길기철.png,조교수,"[산부인과]일반산부인과,고위험임신,태아정밀검사,복강경수술,내분비질환 [나프로임신센터]나프로임신법,여성 난임"
