dptm,name,img_name,position,clinic
종양내과,이희연,가톨릭대학교 여의도성모병원 종양내과 이희연.png,조교수,"대장암,비뇨기암,부인암,육종"
진단검사의학과,이호원,가톨릭대학교 여의도성모병원 진단검사의학과 이호원.png,임상강사,"수혈 및 세포치료/이식, 진단혈액, 세포유전 및 분자유전"
진단검사의학과,이호원,가톨릭대학교 여의도성모병원 진단검사의학과 이호원.png,임상강사,"수혈 및 세포치료/이식, 진단혈액, 세포유전 및 분자유전"
진단검사의학과,장지영,가톨릭대학교 여의도성모병원 진단검사의학과 장지영.png,진료전문의,"진단미생물, 진단혈액, 일반진단검사"
치과,윤경인,가톨릭대학교 여의도성모병원 치과 윤경인.png,임상교수,"구강악안면외과(임플란트수술, 턱관절질환, 사랑니발치, 주걱턱,돌출입,무턱, 얼굴비대칭)"
치과,윤경인,가톨릭대학교 여의도성모병원 치과 윤경인.png,임상교수,"구강악안면외과(임플란트수술, 턱관절질환, 사랑니발치, 주걱턱,돌출입,무턱, 얼굴비대칭)"
치과,이태연,가톨릭대학교 여의도성모병원 치과 이태연.png,임상부교수,"근관치료,심미수복,미세현미경수술,치아미백술"
피부과,이현지,가톨릭대학교 여의도성모병원 피부과 이현지.png,임상진료조교수,"아토피피부염,소아피부질환,건선,피부알레르기,모발,여드름,흉터,피부미용,피부노화,레이저"
핵의학과,한은지,가톨릭대학교 여의도성모병원 핵의학과 한은지.png,부교수,"종양 핵의학, 뇌신경 핵의학, 방사성 동위원소 치료"
혈관이식외과,박영준,가톨릭대학교 여의도성모병원 혈관이식외과 박영준.png,임상진료조교수,"[혈관이식외과]대동맥,사지혈관질환,정맥류,하지부종,투석혈관수술,신장이식,췌장이식"
혈액내과,김동윤,가톨릭대학교 여의도성모병원 혈액내과 김동윤.png,조교수,"림프종,조혈모세포이식,급성백혈병,다발골수종,일반혈액질환,빈혈클리닉,혈소판감소증(ITP)"
호흡기내과,박찬권,가톨릭대학교 여의도성모병원 호흡기내과 박찬권.png,임상교수,"폐암, 중환자의학, 만성폐쇄성페질환, 천식, 간질성폐질환"
호흡기내과,박찬권,가톨릭대학교 여의도성모병원 호흡기내과 박찬권.png,임상교수,"폐암, 중환자의학, 만성폐쇄성페질환, 천식, 간질성폐질환"
호흡기내과,임정욱,가톨릭대학교 여의도성모병원 호흡기내과 임정욱.png,조교수,"폐암, 만성 기침, 천식, 만성폐쇄성폐질환, 검진 흉부 영상 이상, 폐결핵,  롱코비드"
호흡기내과,박찬권,가톨릭대학교 여의도성모병원 호흡기내과 박찬권.png,임상교수,"폐암, 중환자의학, 만성폐쇄성페질환, 천식, 간질성폐질환"
호흡기내과,임정욱,가톨릭대학교 여의도성모병원 호흡기내과 임정욱.png,조교수,"폐암, 만성 기침, 천식, 만성폐쇄성폐질환, 검진 흉부 영상 이상, 폐결핵,  롱코비드"
호흡기내과,안태준,가톨릭대학교 여의도성모병원 호흡기내과 안태준.png,임상진료조교수,"만성폐쇄성폐질환, 천식, 만성기침, 폐암, 중환자의학, 간질성폐질환, 폐결핵, 롱코비드"
호흡기내과,박찬권,가톨릭대학교 여의도성모병원 호흡기내과 박찬권.png,임상교수,"폐암, 중환자의학, 만성폐쇄성페질환, 천식, 간질성폐질환"
호흡기내과,임정욱,가톨릭대학교 여의도성모병원 호흡기내과 임정욱.png,조교수,"폐암, 만성 기침, 천식, 만성폐쇄성폐질환, 검진 흉부 영상 이상, 폐결핵,  롱코비드"
호흡기내과,안태준,가톨릭대학교 여의도성모병원 호흡기내과 안태준.png,임상진료조교수,"만성폐쇄성폐질환, 천식, 만성기침, 폐암, 중환자의학, 간질성폐질환, 폐결핵, 롱코비드"
호흡기내과,김서현,가톨릭대학교 여의도성모병원 호흡기내과 김서현.png,임상진료조교수,"호흡기내과질환,중환자의학, 롱코비드, [일반병동환자 협진 불가]"
